Array
3,"2021-07-23 16:58:42"
3,"2021-07-23 16:59:30"
3,"2021-07-23 17:01:32"
3,"2021-07-23 17:05:47"
3,"2021-07-23 17:06:30"
3,"2021-07-23 17:10:15"
3,"2021-07-23 17:11:21"
3,"2021-07-23 17:12:34"
3,"2021-07-23 17:14:12"
3,"2021-07-23 17:14:28"
3,"2021-07-23 17:15:27"
3,"2021-07-23 17:15:38"
3,"2021-07-23 17:15:51"
3,"2021-07-23 17:16:07"
3,"2021-07-23 17:17:01"
3,"2021-07-23 17:17:53"
3,"2021-07-23 17:18:09"
3,"2021-07-23 17:19:08"
3,"2021-07-23 17:19:38"
3,"2021-07-23 17:20:06"
3,"2021-07-23 17:29:59"
4,"2021-07-23 17:31:10"
1,"2021-07-23 17:32:02"
1,"2021-07-23 17:32:54"
4,"2021-07-23 17:35:10"
4,"2021-07-23 17:36:06"
4,"2021-07-23 17:36:38"
4,"2021-07-23 17:37:22"
4,"2021-07-23 17:37:45"
4,"2021-07-23 17:38:20"
3,"2021-07-23 17:38:33"
3,"2021-07-23 17:38:41"
3,"2021-07-23 17:41:42"
3,"2021-07-23 17:43:26"
3,"2021-07-23 17:43:59"
3,"2021-07-23 17:44:18"
3,"2021-07-23 17:44:54"
3,"2021-07-23 17:48:46"
3,"2021-07-23 17:51:04"
3,"2021-07-23 17:51:21"
3,"2021-07-23 17:52:13"
3,"2021-07-23 17:52:36"
3,"2021-07-23 17:53:50"
3,"2021-07-23 17:59:42"
3,"2021-07-23 18:01:28"
3,"2021-07-24 13:38:07"
4,"2021-07-24 14:45:57"
4,"2021-07-24 14:49:53"
4,"2021-07-24 14:50:51"
4,"2021-07-24 14:51:12"
4,"2021-07-24 14:51:31"
4,"2021-07-24 14:52:08"
1,"2021-07-24 14:56:41"
1,"2021-07-24 16:10:18"
1,"2021-07-24 16:10:53"
1,"2021-08-02 10:00:18"
1,"2021-08-02 10:01:58"
3,"2021-08-02 10:02:43"
3,"2021-08-02 10:03:08"
1,"2021-08-02 10:04:25"
1,"2021-08-02 10:04:30"
1,"2021-08-02 10:04:36"
1,"2021-08-02 10:04:41"
1,"2021-08-02 10:05:17"
1,"2021-08-02 10:05:28"
4,"2021-08-02 10:13:14"
1,"2021-08-13 15:51:04"
1,"2021-08-13 15:51:38"
1,"2021-08-13 15:54:03"
1,"2021-08-13 15:58:53"
1,"2021-08-13 16:00:55"
1,"2021-08-13 16:01:28"
1,"2021-08-13 16:04:35"
4,"2021-08-13 16:24:05"
1,"2021-08-14 17:21:23"
1,"2021-08-14 19:08:57"
1,"2021-08-14 21:31:26"
1,"2021-08-14 21:33:47"
1,"2021-08-14 21:38:29"
1,"2021-08-14 21:40:07"
1,"2021-08-14 21:46:36"
1,"2021-08-14 21:51:49"
1,"2021-08-14 21:58:19"
1,"2021-08-14 22:05:26"
1,"2021-08-14 22:08:43"
1,"2021-08-14 22:11:43"
1,"2021-08-14 22:12:43"
1,"2021-08-14 22:14:11"
1,"2021-08-14 22:14:32"
1,"2021-08-14 22:15:30"
1,"2021-08-14 22:16:04"
1,"2021-08-14 22:20:49"
1,"2021-08-14 22:30:45"
1,"2021-08-14 22:32:07"
1,"2021-08-15 06:47:29"
1,"2021-08-15 06:51:11"
1,"2021-08-15 06:55:34"
1,"2021-08-15 06:56:13"
1,"2021-08-15 07:13:48"
1,"2021-08-15 07:20:43"
1,"2021-08-15 07:26:58"
1,"2021-08-15 07:27:43"
1,"2021-08-15 07:28:05"
1,"2021-08-15 07:30:07"
1,"2021-08-15 07:30:54"
1,"2021-08-15 07:31:40"
1,"2021-08-15 07:32:05"
1,"2021-08-15 07:32:38"
1,"2021-08-15 07:33:01"
1,"2021-08-15 07:34:54"
1,"2021-08-15 07:36:15"
1,"2021-08-15 07:41:39"
1,"2021-08-15 11:41:17"
1,"2021-08-15 11:47:05"
1,"2021-08-15 11:48:55"
1,"2021-08-15 14:05:57"
1,"2021-08-15 16:58:02"
1,"2021-08-15 16:58:17"
1,"2021-08-15 17:01:04"
1,"2021-08-15 17:01:10"
1,"2021-08-15 17:01:18"
1,"2021-08-15 17:01:23"
